시도,시군구,사고유형대분류,사고유형중분류,사고유형,사고건수,사망자수,중상자수,경상자수,부상신고자수
서울,종로구,차대사람,횡단중,횡단중,98,1,50,44,10
서울,종로구,차대사람,차도통행중,차도통행중,62,1,19,39,4
서울,종로구,차대사람,길가장자리구역통행중,길가장자리구역통행중,23,0,3,19,2
서울,종로구,차대사람,보도통행중,보도통행중,16,0,6,12,3
서울,종로구,차대사람,기타,기타,106,1,30,64,14
서울,종로구,차대차,정면충돌,정면충돌,30,0,14,42,4
서울,종로구,차대차,측면충돌,측면충돌,489,0,124,531,85
서울,종로구,차대차,후진중충돌,후진중충돌,10,0,1,12,0
서울,종로구,차대차,추돌,추돌,166,1,30,205,21
서울,종로구,차대차,기타,기타,86,2,20,63,17
서울,종로구,차량단독,전도,전도,5,0,0,1,5
서울,종로구,차량단독,공작물충돌,공작물충돌,14,0,6,11,3
서울,종로구,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,0,1,0
서울,종로구,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
서울,종로구,차량단독,기타,기타,26,0,8,31,4
서울,중구,차대사람,횡단중,횡단중,108,3,61,39,11
서울,중구,차대사람,차도통행중,차도통행중,41,0,15,28,1
서울,중구,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,0,0,11,1
서울,중구,차대사람,보도통행중,보도통행중,18,0,6,14,4
서울,중구,차대사람,기타,기타,105,1,35,53,20
서울,중구,차대차,정면충돌,정면충돌,25,1,18,26,1
서울,중구,차대차,측면충돌,측면충돌,526,0,135,555,85
서울,중구,차대차,후진중충돌,후진중충돌,22,0,2,21,2
서울,중구,차대차,추돌,추돌,146,0,38,197,20
서울,중구,차대차,기타,기타,143,0,40,120,17
서울,중구,차량단독,전도,전도,3,0,0,2,1
서울,중구,차량단독,공작물충돌,공작물충돌,5,0,1,3,1
서울,중구,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,0,1,0
서울,중구,차량단독,기타,기타,29,0,14,13,3
서울,용산구,차대사람,횡단중,횡단중,95,3,38,57,6
서울,용산구,차대사람,차도통행중,차도통행중,16,1,8,7,1
서울,용산구,차대사람,길가장자리구역통행중,길가장자리구역통행중,33,0,3,28,2
서울,용산구,차대사람,보도통행중,보도통행중,6,1,1,4,0
서울,용산구,차대사람,기타,기타,109,1,30,75,10
서울,용산구,차대차,정면충돌,정면충돌,23,0,15,21,1
서울,용산구,차대차,측면충돌,측면충돌,342,1,86,371,18
서울,용산구,차대차,후진중충돌,후진중충돌,15,0,2,15,0
서울,용산구,차대차,추돌,추돌,269,0,63,373,13
서울,용산구,차대차,기타,기타,247,0,57,258,18
서울,용산구,차량단독,전도,전도,2,0,1,1,0
서울,용산구,차량단독,공작물충돌,공작물충돌,9,3,5,3,0
서울,용산구,차량단독,기타,기타,21,0,7,15,1
서울,성동구,차대사람,횡단중,횡단중,84,4,36,41,3
서울,성동구,차대사람,차도통행중,차도통행중,22,1,11,12,3
서울,성동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,30,0,8,22,0
서울,성동구,차대사람,보도통행중,보도통행중,14,1,6,8,1
서울,성동구,차대사람,기타,기타,75,2,27,43,6
서울,성동구,차대차,정면충돌,정면충돌,20,0,9,17,1
서울,성동구,차대차,측면충돌,측면충돌,391,1,86,408,28
서울,성동구,차대차,후진중충돌,후진중충돌,16,0,4,14,0
서울,성동구,차대차,추돌,추돌,198,1,44,300,13
서울,성동구,차대차,기타,기타,206,0,49,177,23
서울,성동구,차량단독,전도,전도,3,1,0,3,0
서울,성동구,차량단독,공작물충돌,공작물충돌,6,1,4,3,0
서울,성동구,차량단독,기타,기타,26,1,10,15,4
서울,동대문구,차대사람,횡단중,횡단중,143,3,80,58,12
서울,동대문구,차대사람,차도통행중,차도통행중,45,1,16,29,1
서울,동대문구,차대사람,길가장자리구역통행중,길가장자리구역통행중,14,0,7,5,2
서울,동대문구,차대사람,보도통행중,보도통행중,22,0,10,13,1
서울,동대문구,차대사람,기타,기타,200,2,79,113,20
서울,동대문구,차대차,정면충돌,정면충돌,39,2,17,38,7
서울,동대문구,차대차,측면충돌,측면충돌,475,3,138,450,49
서울,동대문구,차대차,후진중충돌,후진중충돌,18,0,2,23,0
서울,동대문구,차대차,추돌,추돌,253,1,56,324,18
서울,동대문구,차대차,기타,기타,306,1,91,255,25
서울,동대문구,차량단독,전도,전도,4,0,0,1,3
서울,동대문구,차량단독,공작물충돌,공작물충돌,8,1,1,4,2
서울,동대문구,차량단독,기타,기타,38,1,10,27,1
서울,성북구,차대사람,횡단중,횡단중,204,2,91,117,5
서울,성북구,차대사람,차도통행중,차도통행중,54,1,19,32,2
서울,성북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,0,3,9,0
서울,성북구,차대사람,보도통행중,보도통행중,20,0,8,12,0
서울,성북구,차대사람,기타,기타,116,1,45,68,8
서울,성북구,차대차,정면충돌,정면충돌,22,0,9,23,3
서울,성북구,차대차,측면충돌,측면충돌,645,1,181,695,53
서울,성북구,차대차,후진중충돌,후진중충돌,13,0,3,16,0
서울,성북구,차대차,추돌,추돌,228,0,40,313,21
서울,성북구,차대차,기타,기타,130,0,30,108,15
서울,성북구,차량단독,전도,전도,10,1,3,2,4
서울,성북구,차량단독,공작물충돌,공작물충돌,11,1,4,8,1
서울,성북구,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
서울,성북구,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
서울,성북구,차량단독,기타,기타,42,1,11,39,4
서울,도봉구,차대사람,횡단중,횡단중,122,0,66,57,10
서울,도봉구,차대사람,차도통행중,차도통행중,19,0,6,10,3
서울,도봉구,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,0,5,7,1
서울,도봉구,차대사람,보도통행중,보도통행중,16,0,4,13,2
서울,도봉구,차대사람,기타,기타,94,2,45,46,8
서울,도봉구,차대차,정면충돌,정면충돌,37,0,14,33,9
서울,도봉구,차대차,측면충돌,측면충돌,278,0,59,288,59
서울,도봉구,차대차,후진중충돌,후진중충돌,9,0,2,11,0
서울,도봉구,차대차,추돌,추돌,92,0,20,133,19
서울,도봉구,차대차,기타,기타,138,0,48,129,20
서울,도봉구,차량단독,전도,전도,3,0,2,0,1
서울,도봉구,차량단독,공작물충돌,공작물충돌,4,0,2,2,0
서울,도봉구,차량단독,기타,기타,28,2,13,13,3
서울,은평구,차대사람,횡단중,횡단중,128,2,69,61,9
서울,은평구,차대사람,차도통행중,차도통행중,37,0,16,20,1
서울,은평구,차대사람,길가장자리구역통행중,길가장자리구역통행중,28,0,7,18,5
서울,은평구,차대사람,보도통행중,보도통행중,30,0,16,16,0
서울,은평구,차대사람,기타,기타,138,1,45,84,13
서울,은평구,차대차,정면충돌,정면충돌,19,0,8,19,3
서울,은평구,차대차,측면충돌,측면충돌,406,3,115,420,78
서울,은평구,차대차,후진중충돌,후진중충돌,19,0,2,16,1
서울,은평구,차대차,추돌,추돌,129,0,34,144,19
서울,은평구,차대차,기타,기타,130,1,36,117,12
서울,은평구,차량단독,전도,전도,6,0,2,2,3
서울,은평구,차량단독,공작물충돌,공작물충돌,6,0,3,3,2
서울,은평구,차량단독,기타,기타,43,0,16,26,3
서울,서대문구,차대사람,횡단중,횡단중,136,4,72,60,7
서울,서대문구,차대사람,차도통행중,차도통행중,40,2,16,19,3
서울,서대문구,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,3,7,0
서울,서대문구,차대사람,보도통행중,보도통행중,20,0,7,13,2
서울,서대문구,차대사람,기타,기타,120,2,38,71,16
서울,서대문구,차대차,정면충돌,정면충돌,24,0,11,30,9
서울,서대문구,차대차,측면충돌,측면충돌,389,4,81,462,132
서울,서대문구,차대차,후진중충돌,후진중충돌,8,0,1,6,1
서울,서대문구,차대차,추돌,추돌,163,0,40,200,41
서울,서대문구,차대차,기타,기타,152,0,26,135,45
서울,서대문구,차량단독,전도,전도,3,1,1,0,1
서울,서대문구,차량단독,공작물충돌,공작물충돌,11,0,2,7,6
서울,서대문구,차량단독,기타,기타,37,1,13,18,7
서울,마포구,차대사람,횡단중,횡단중,110,2,51,58,10
서울,마포구,차대사람,차도통행중,차도통행중,32,1,15,16,2
서울,마포구,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,0,6,1
서울,마포구,차대사람,보도통행중,보도통행중,19,0,7,12,1
서울,마포구,차대사람,기타,기타,192,1,63,119,20
서울,마포구,차대차,정면충돌,정면충돌,31,1,13,26,6
서울,마포구,차대차,측면충돌,측면충돌,450,1,103,512,51
서울,마포구,차대차,후진중충돌,후진중충돌,21,0,2,20,2
서울,마포구,차대차,추돌,추돌,228,0,47,346,24
서울,마포구,차대차,기타,기타,364,0,98,376,69
서울,마포구,차량단독,전도,전도,2,0,2,1,0
서울,마포구,차량단독,공작물충돌,공작물충돌,9,0,3,9,2
서울,마포구,차량단독,기타,기타,29,1,6,20,4
서울,강서구,차대사람,횡단중,횡단중,154,6,59,98,5
서울,강서구,차대사람,차도통행중,차도통행중,54,3,33,18,1
서울,강서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,29,0,5,23,1
서울,강서구,차대사람,보도통행중,보도통행중,39,0,12,27,0
서울,강서구,차대사람,기타,기타,193,4,54,129,17
서울,강서구,차대차,정면충돌,정면충돌,35,0,9,47,2
서울,강서구,차대차,측면충돌,측면충돌,617,4,140,696,70
서울,강서구,차대차,후진중충돌,후진중충돌,35,0,4,35,2
서울,강서구,차대차,추돌,추돌,232,0,47,341,28
서울,강서구,차대차,기타,기타,379,3,88,367,50
서울,강서구,차량단독,전도,전도,3,0,1,0,2
서울,강서구,차량단독,공작물충돌,공작물충돌,8,0,2,5,3
서울,강서구,차량단독,기타,기타,51,0,16,48,6
서울,구로구,차대사람,횡단중,횡단중,164,6,71,86,12
서울,구로구,차대사람,차도통행중,차도통행중,31,0,19,10,2
서울,구로구,차대사람,길가장자리구역통행중,길가장자리구역통행중,23,0,5,16,2
서울,구로구,차대사람,보도통행중,보도통행중,22,0,13,10,0
서울,구로구,차대사람,기타,기타,168,2,54,108,13
서울,구로구,차대차,정면충돌,정면충돌,33,0,10,36,3
서울,구로구,차대차,측면충돌,측면충돌,397,2,107,464,32
서울,구로구,차대차,후진중충돌,후진중충돌,14,0,1,16,1
서울,구로구,차대차,추돌,추돌,230,0,47,330,25
서울,구로구,차대차,기타,기타,400,2,93,423,35
서울,구로구,차량단독,전도,전도,6,0,1,5,0
서울,구로구,차량단독,전복,전복,1,0,0,1,0
서울,구로구,차량단독,공작물충돌,공작물충돌,10,1,5,5,3
서울,구로구,차량단독,기타,기타,30,0,12,18,2
서울,영등포구,차대사람,횡단중,횡단중,216,2,107,112,10
서울,영등포구,차대사람,차도통행중,차도통행중,52,0,18,32,5
서울,영등포구,차대사람,길가장자리구역통행중,길가장자리구역통행중,22,0,4,18,0
서울,영등포구,차대사람,보도통행중,보도통행중,50,0,21,27,5
서울,영등포구,차대사람,기타,기타,225,3,61,151,27
서울,영등포구,차대차,정면충돌,정면충돌,47,0,22,59,13
서울,영등포구,차대차,측면충돌,측면충돌,883,1,184,967,124
서울,영등포구,차대차,후진중충돌,후진중충돌,25,0,0,24,5
서울,영등포구,차대차,추돌,추돌,345,1,64,548,43
서울,영등포구,차대차,기타,기타,515,1,102,549,76
서울,영등포구,차량단독,전도,전도,2,0,1,1,0
서울,영등포구,차량단독,전복,전복,1,0,0,0,1
서울,영등포구,차량단독,공작물충돌,공작물충돌,10,1,3,12,1
서울,영등포구,차량단독,기타,기타,46,2,19,32,3
서울,동작구,차대사람,횡단중,횡단중,136,2,55,83,7
서울,동작구,차대사람,차도통행중,차도통행중,74,0,32,38,10
서울,동작구,차대사람,길가장자리구역통행중,길가장자리구역통행중,29,0,6,21,4
서울,동작구,차대사람,보도통행중,보도통행중,28,0,5,18,5
서울,동작구,차대사람,기타,기타,132,0,40,92,21
서울,동작구,차대차,정면충돌,정면충돌,28,0,12,26,9
서울,동작구,차대차,측면충돌,측면충돌,501,1,134,545,126
서울,동작구,차대차,후진중충돌,후진중충돌,21,0,2,27,0
서울,동작구,차대차,추돌,추돌,255,1,58,360,45
서울,동작구,차대차,기타,기타,156,0,43,127,19
서울,동작구,차량단독,공작물충돌,공작물충돌,5,0,3,2,3
서울,동작구,차량단독,기타,기타,41,1,12,27,4
서울,관악구,차대사람,횡단중,횡단중,120,2,55,67,4
서울,관악구,차대사람,차도통행중,차도통행중,47,2,20,25,1
서울,관악구,차대사람,길가장자리구역통행중,길가장자리구역통행중,25,0,8,15,2
서울,관악구,차대사람,보도통행중,보도통행중,14,0,7,8,0
서울,관악구,차대사람,기타,기타,146,2,52,87,10
서울,관악구,차대차,정면충돌,정면충돌,34,0,10,32,5
서울,관악구,차대차,측면충돌,측면충돌,437,4,89,476,40
서울,관악구,차대차,후진중충돌,후진중충돌,23,0,3,28,1
서울,관악구,차대차,추돌,추돌,190,0,45,233,19
서울,관악구,차대차,기타,기타,280,0,73,261,28
서울,관악구,차량단독,전도,전도,3,0,1,1,1
서울,관악구,차량단독,공작물충돌,공작물충돌,5,0,3,2,1
서울,관악구,차량단독,기타,기타,39,0,10,29,3
서울,강남구,차대사람,횡단중,횡단중,213,1,77,136,12
서울,강남구,차대사람,차도통행중,차도통행중,49,2,17,32,3
서울,강남구,차대사람,길가장자리구역통행중,길가장자리구역통행중,96,0,19,75,5
서울,강남구,차대사람,보도통행중,보도통행중,66,1,15,42,9
서울,강남구,차대사람,기타,기타,401,3,91,283,44
서울,강남구,차대차,정면충돌,정면충돌,76,1,26,84,14
서울,강남구,차대차,측면충돌,측면충돌,966,1,166,1133,95
서울,강남구,차대차,후진중충돌,후진중충돌,45,0,4,46,7
서울,강남구,차대차,추돌,추돌,562,1,116,780,73
서울,강남구,차대차,기타,기타,1183,3,241,1269,192
서울,강남구,차량단독,전도,전도,2,0,1,1,0
서울,강남구,차량단독,공작물충돌,공작물충돌,13,1,8,9,0
서울,강남구,차량단독,기타,기타,50,0,13,34,10
서울,강동구,차대사람,횡단중,횡단중,184,5,88,93,12
서울,강동구,차대사람,차도통행중,차도통행중,35,0,14,14,9
서울,강동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,17,0,5,9,4
서울,강동구,차대사람,보도통행중,보도통행중,37,0,10,23,5
서울,강동구,차대사람,기타,기타,164,2,45,102,21
서울,강동구,차대차,정면충돌,정면충돌,54,0,20,50,5
서울,강동구,차대차,측면충돌,측면충돌,442,1,127,468,58
서울,강동구,차대차,후진중충돌,후진중충돌,17,0,2,19,1
서울,강동구,차대차,추돌,추돌,220,1,56,288,42
서울,강동구,차대차,기타,기타,211,2,50,205,29
서울,강동구,차량단독,공작물충돌,공작물충돌,7,0,3,5,2
서울,강동구,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
서울,강동구,차량단독,기타,기타,25,0,10,13,2
서울,송파구,차대사람,횡단중,횡단중,198,1,81,103,27
서울,송파구,차대사람,차도통행중,차도통행중,65,2,24,39,4
서울,송파구,차대사람,길가장자리구역통행중,길가장자리구역통행중,25,0,6,17,3
서울,송파구,차대사람,보도통행중,보도통행중,35,0,5,27,6
서울,송파구,차대사람,기타,기타,269,1,63,196,20
서울,송파구,차대차,정면충돌,정면충돌,87,1,41,82,15
서울,송파구,차대차,측면충돌,측면충돌,1242,4,310,1294,195
서울,송파구,차대차,후진중충돌,후진중충돌,27,0,1,32,6
서울,송파구,차대차,추돌,추돌,473,1,93,657,63
서울,송파구,차대차,기타,기타,381,2,90,322,56
서울,송파구,차량단독,전도,전도,11,0,4,4,5
서울,송파구,차량단독,공작물충돌,공작물충돌,19,1,4,12,33
서울,송파구,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
서울,송파구,차량단독,기타,기타,59,0,14,37,11
서울,서초구,차대사람,횡단중,횡단중,154,2,62,86,9
서울,서초구,차대사람,차도통행중,차도통행중,44,1,20,19,4
서울,서초구,차대사람,길가장자리구역통행중,길가장자리구역통행중,21,0,5,15,2
서울,서초구,차대사람,보도통행중,보도통행중,32,1,9,22,2
서울,서초구,차대사람,기타,기타,210,5,49,133,31
서울,서초구,차대차,정면충돌,정면충돌,87,0,32,112,3
서울,서초구,차대차,측면충돌,측면충돌,819,2,180,1005,85
서울,서초구,차대차,후진중충돌,후진중충돌,35,0,3,35,1
서울,서초구,차대차,추돌,추돌,420,1,90,602,38
서울,서초구,차대차,기타,기타,531,2,91,571,138
서울,서초구,차량단독,전도,전도,5,0,1,2,2
서울,서초구,차량단독,전복,전복,2,0,0,1,1
서울,서초구,차량단독,공작물충돌,공작물충돌,24,0,15,14,4
서울,서초구,차량단독,도로이탈,도로이탈 추락,2,0,1,1,1
서울,서초구,차량단독,기타,기타,32,0,13,13,7
서울,양천구,차대사람,횡단중,횡단중,131,3,64,63,10
서울,양천구,차대사람,차도통행중,차도통행중,15,2,4,5,4
서울,양천구,차대사람,길가장자리구역통행중,길가장자리구역통행중,16,0,2,17,1
서울,양천구,차대사람,보도통행중,보도통행중,23,0,9,14,1
서울,양천구,차대사람,기타,기타,188,2,58,110,22
서울,양천구,차대차,정면충돌,정면충돌,38,0,19,44,7
서울,양천구,차대차,측면충돌,측면충돌,406,1,70,443,64
서울,양천구,차대차,후진중충돌,후진중충돌,10,0,0,11,0
서울,양천구,차대차,추돌,추돌,210,2,39,338,24
서울,양천구,차대차,기타,기타,433,0,70,463,70
서울,양천구,차량단독,전도,전도,1,0,1,0,0
서울,양천구,차량단독,전복,전복,1,0,0,0,2
서울,양천구,차량단독,공작물충돌,공작물충돌,5,1,0,0,4
서울,양천구,차량단독,기타,기타,29,0,6,19,7
서울,중랑구,차대사람,횡단중,횡단중,209,6,104,99,13
서울,중랑구,차대사람,차도통행중,차도통행중,35,1,16,17,3
서울,중랑구,차대사람,길가장자리구역통행중,길가장자리구역통행중,32,0,9,21,3
서울,중랑구,차대사람,보도통행중,보도통행중,28,0,8,19,1
서울,중랑구,차대사람,기타,기타,166,0,49,109,15
서울,중랑구,차대차,정면충돌,정면충돌,42,2,15,41,2
서울,중랑구,차대차,측면충돌,측면충돌,434,1,106,459,73
서울,중랑구,차대차,후진중충돌,후진중충돌,34,0,6,39,1
서울,중랑구,차대차,추돌,추돌,213,0,38,291,25
서울,중랑구,차대차,기타,기타,365,1,95,309,68
서울,중랑구,차량단독,전도,전도,8,0,2,4,3
서울,중랑구,차량단독,공작물충돌,공작물충돌,19,1,5,7,8
서울,중랑구,차량단독,기타,기타,35,0,9,23,7
서울,노원구,차대사람,횡단중,횡단중,180,3,77,110,9
서울,노원구,차대사람,차도통행중,차도통행중,59,1,18,43,1
서울,노원구,차대사람,길가장자리구역통행중,길가장자리구역통행중,18,0,5,14,0
서울,노원구,차대사람,보도통행중,보도통행중,32,0,11,20,3
서울,노원구,차대사람,기타,기타,126,2,42,78,6
서울,노원구,차대차,정면충돌,정면충돌,44,0,23,43,4
서울,노원구,차대차,측면충돌,측면충돌,600,0,131,634,80
서울,노원구,차대차,후진중충돌,후진중충돌,22,0,2,21,1
서울,노원구,차대차,추돌,추돌,275,2,67,367,24
서울,노원구,차대차,기타,기타,313,0,94,298,34
서울,노원구,차량단독,전도,전도,4,0,3,1,0
서울,노원구,차량단독,공작물충돌,공작물충돌,9,0,6,7,3
서울,노원구,차량단독,기타,기타,21,0,5,16,1
서울,광진구,차대사람,횡단중,횡단중,74,1,35,36,6
서울,광진구,차대사람,차도통행중,차도통행중,22,0,7,14,2
서울,광진구,차대사람,길가장자리구역통행중,길가장자리구역통행중,18,0,5,12,1
서울,광진구,차대사람,보도통행중,보도통행중,11,0,2,9,0
서울,광진구,차대사람,기타,기타,135,2,34,99,5
서울,광진구,차대차,정면충돌,정면충돌,26,0,21,25,1
서울,광진구,차대차,측면충돌,측면충돌,376,0,100,405,27
서울,광진구,차대차,후진중충돌,후진중충돌,15,0,0,20,1
서울,광진구,차대차,추돌,추돌,159,0,50,219,10
서울,광진구,차대차,기타,기타,106,0,31,101,4
서울,광진구,차량단독,전도,전도,8,0,2,3,3
서울,광진구,차량단독,공작물충돌,공작물충돌,7,0,3,4,3
서울,광진구,차량단독,기타,기타,16,0,3,8,5
서울,강북구,차대사람,횡단중,횡단중,142,2,67,80,4
서울,강북구,차대사람,차도통행중,차도통행중,30,0,7,19,4
서울,강북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,31,0,13,18,1
서울,강북구,차대사람,보도통행중,보도통행중,12,0,1,11,0
서울,강북구,차대사람,기타,기타,183,0,48,127,16
서울,강북구,차대차,정면충돌,정면충돌,51,2,18,48,2
서울,강북구,차대차,측면충돌,측면충돌,414,1,82,498,19
서울,강북구,차대차,후진중충돌,후진중충돌,21,0,1,29,1
서울,강북구,차대차,추돌,추돌,172,1,31,263,10
서울,강북구,차대차,기타,기타,169,1,33,185,17
서울,강북구,차량단독,전도,전도,5,0,0,5,0
서울,강북구,차량단독,공작물충돌,공작물충돌,4,0,1,3,0
서울,강북구,차량단독,기타,기타,43,0,12,31,1
서울,금천구,차대사람,횡단중,횡단중,95,3,43,54,3
서울,금천구,차대사람,차도통행중,차도통행중,12,0,4,8,0
서울,금천구,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,1,2,5,1
서울,금천구,차대사람,보도통행중,보도통행중,20,0,11,8,1
서울,금천구,차대사람,기타,기타,124,1,42,82,6
서울,금천구,차대차,정면충돌,정면충돌,34,1,12,47,4
서울,금천구,차대차,측면충돌,측면충돌,304,0,81,375,35
서울,금천구,차대차,후진중충돌,후진중충돌,5,0,1,4,0
서울,금천구,차대차,추돌,추돌,107,0,31,191,20
서울,금천구,차대차,기타,기타,176,1,41,190,14
서울,금천구,차량단독,전도,전도,3,0,0,1,2
서울,금천구,차량단독,공작물충돌,공작물충돌,5,2,4,2,1
서울,금천구,차량단독,기타,기타,27,0,8,19,0
부산,중구,차대사람,횡단중,횡단중,38,1,19,17,2
부산,중구,차대사람,차도통행중,차도통행중,29,0,9,18,2
부산,중구,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,4,6,0
부산,중구,차대사람,보도통행중,보도통행중,5,0,1,4,1
부산,중구,차대사람,기타,기타,16,0,3,13,1
부산,중구,차대차,정면충돌,정면충돌,4,0,3,1,1
부산,중구,차대차,측면충돌,측면충돌,135,0,32,147,20
부산,중구,차대차,후진중충돌,후진중충돌,1,0,0,1,0
부산,중구,차대차,추돌,추돌,29,0,6,38,3
부산,중구,차대차,기타,기타,17,0,6,10,2
부산,중구,차량단독,전도,전도,1,0,0,1,0
부산,중구,차량단독,공작물충돌,공작물충돌,4,0,6,0,1
부산,중구,차량단독,기타,기타,6,0,3,3,0
부산,서구,차대사람,횡단중,횡단중,65,0,29,36,4
부산,서구,차대사람,차도통행중,차도통행중,22,1,8,10,3
부산,서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,21,0,9,12,1
부산,서구,차대사람,보도통행중,보도통행중,3,0,1,2,0
부산,서구,차대사람,기타,기타,25,0,14,10,1
부산,서구,차대차,정면충돌,정면충돌,23,0,9,30,5
부산,서구,차대차,측면충돌,측면충돌,179,1,61,209,28
부산,서구,차대차,후진중충돌,후진중충돌,5,0,1,7,0
부산,서구,차대차,추돌,추돌,71,0,20,89,8
부산,서구,차대차,기타,기타,35,0,12,28,7
부산,서구,차량단독,전도,전도,5,0,4,2,0
부산,서구,차량단독,공작물충돌,공작물충돌,7,0,5,4,1
부산,서구,차량단독,기타,기타,13,0,6,4,4
부산,동구,차대사람,횡단중,횡단중,32,0,18,13,1
부산,동구,차대사람,차도통행중,차도통행중,23,0,11,11,1
부산,동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,3,0
부산,동구,차대사람,보도통행중,보도통행중,13,0,8,6,0
부산,동구,차대사람,기타,기타,70,2,34,28,8
부산,동구,차대차,정면충돌,정면충돌,11,0,6,10,1
부산,동구,차대차,측면충돌,측면충돌,154,0,43,196,17
부산,동구,차대차,후진중충돌,후진중충돌,7,0,1,7,0
부산,동구,차대차,추돌,추돌,97,0,28,121,11
부산,동구,차대차,기타,기타,137,0,36,150,27
부산,동구,차량단독,전도,전도,1,0,0,0,1
부산,동구,차량단독,공작물충돌,공작물충돌,4,1,2,2,1
부산,동구,차량단독,기타,기타,21,0,7,14,1
부산,영도구,차대사람,횡단중,횡단중,55,1,25,26,4
부산,영도구,차대사람,차도통행중,차도통행중,8,1,3,5,0
부산,영도구,차대사람,길가장자리구역통행중,길가장자리구역통행중,19,0,10,9,0
부산,영도구,차대사람,보도통행중,보도통행중,1,0,0,1,0
부산,영도구,차대사람,기타,기타,34,1,12,16,7
부산,영도구,차대차,정면충돌,정면충돌,10,0,7,13,0
부산,영도구,차대차,측면충돌,측면충돌,118,0,41,127,18
부산,영도구,차대차,후진중충돌,후진중충돌,2,0,2,1,0
부산,영도구,차대차,추돌,추돌,35,0,7,53,2
부산,영도구,차대차,기타,기타,46,0,9,42,1
부산,영도구,차량단독,전도,전도,3,0,0,1,2
부산,영도구,차량단독,공작물충돌,공작물충돌,7,0,4,2,3
부산,영도구,차량단독,기타,기타,10,0,5,5,1
부산,부산진구,차대사람,횡단중,횡단중,197,5,102,95,5
부산,부산진구,차대사람,차도통행중,차도통행중,77,4,33,40,3
부산,부산진구,차대사람,길가장자리구역통행중,길가장자리구역통행중,38,0,7,31,1
부산,부산진구,차대사람,보도통행중,보도통행중,23,0,9,16,1
부산,부산진구,차대사람,기타,기타,203,2,78,129,10
부산,부산진구,차대차,정면충돌,정면충돌,32,0,7,37,1
부산,부산진구,차대차,측면충돌,측면충돌,495,1,163,532,86
부산,부산진구,차대차,후진중충돌,후진중충돌,8,0,2,11,1
부산,부산진구,차대차,추돌,추돌,223,0,81,290,28
부산,부산진구,차대차,기타,기타,347,1,105,305,39
부산,부산진구,차량단독,전도,전도,2,0,0,1,1
부산,부산진구,차량단독,공작물충돌,공작물충돌,11,0,7,4,6
부산,부산진구,차량단독,도로이탈,도로이탈 추락,1,0,0,0,1
부산,부산진구,차량단독,기타,기타,31,1,11,18,7
부산,동래구,차대사람,횡단중,횡단중,124,1,61,61,6
부산,동래구,차대사람,차도통행중,차도통행중,49,0,21,26,2
부산,동래구,차대사람,길가장자리구역통행중,길가장자리구역통행중,21,0,8,11,2
부산,동래구,차대사람,보도통행중,보도통행중,16,0,9,7,0
부산,동래구,차대사람,기타,기타,98,2,37,55,7
부산,동래구,차대차,정면충돌,정면충돌,22,0,15,16,2
부산,동래구,차대차,측면충돌,측면충돌,401,0,88,454,52
부산,동래구,차대차,후진중충돌,후진중충돌,8,0,0,8,0
부산,동래구,차대차,추돌,추돌,142,0,41,189,24
부산,동래구,차대차,기타,기타,187,1,48,164,29
부산,동래구,차량단독,전도,전도,2,0,1,0,1
부산,동래구,차량단독,공작물충돌,공작물충돌,9,1,2,10,0
부산,동래구,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,0,0,1
부산,동래구,차량단독,도로이탈,도로이탈 추락,1,1,1,0,0
부산,동래구,차량단독,기타,기타,22,0,5,10,8
부산,남구,차대사람,횡단중,횡단중,90,1,50,40,4
부산,남구,차대사람,차도통행중,차도통행중,29,0,12,16,1
부산,남구,차대사람,길가장자리구역통행중,길가장자리구역통행중,37,0,9,21,8
부산,남구,차대사람,보도통행중,보도통행중,9,0,4,5,0
부산,남구,차대사람,기타,기타,102,1,44,53,9
부산,남구,차대차,정면충돌,정면충돌,11,0,5,10,1
부산,남구,차대차,측면충돌,측면충돌,283,2,87,264,33
부산,남구,차대차,후진중충돌,후진중충돌,5,0,0,6,1
부산,남구,차대차,추돌,추돌,108,0,32,147,12
부산,남구,차대차,기타,기타,198,0,51,183,31
부산,남구,차량단독,공작물충돌,공작물충돌,15,1,10,10,2
