시도,시군구,시간대,사고건수,사망자수,중상자수,경상자수,부상신고자수
경기,안성시,04시-06시,24,1,24,17,2
경기,안성시,06시-08시,66,0,23,87,10
경기,안성시,08시-10시,113,0,36,129,18
경기,안성시,10시-12시,94,3,31,141,25
경기,안성시,12시-14시,113,2,27,149,26
경기,안성시,14시-16시,124,1,47,162,24
경기,안성시,16시-18시,136,1,28,168,36
경기,안성시,18시-20시,155,4,54,162,19
경기,안성시,20시-22시,86,2,22,95,10
경기,안성시,22시-24시,48,1,17,55,7
경기,김포시,00시-02시,51,0,18,60,5
경기,김포시,02시-04시,38,1,12,51,1
경기,김포시,04시-06시,44,1,21,44,1
경기,김포시,06시-08시,97,3,37,92,11
경기,김포시,08시-10시,193,3,45,220,13
경기,김포시,10시-12시,175,3,57,181,19
경기,김포시,12시-14시,209,0,69,233,22
경기,김포시,14시-16시,192,2,64,256,28
경기,김포시,16시-18시,229,4,65,285,25
경기,김포시,18시-20시,271,2,96,300,24
경기,김포시,20시-22시,176,4,62,183,14
경기,김포시,22시-24시,117,1,35,128,10
경기,동두천시,00시-02시,17,1,8,14,2
경기,동두천시,02시-04시,7,0,3,6,0
경기,동두천시,04시-06시,6,0,1,5,1
경기,동두천시,06시-08시,28,1,8,22,3
경기,동두천시,08시-10시,37,2,8,38,4
경기,동두천시,10시-12시,30,1,7,31,3
경기,동두천시,12시-14시,59,0,14,53,7
경기,동두천시,14시-16시,56,0,17,63,8
경기,동두천시,16시-18시,56,1,12,58,5
경기,동두천시,18시-20시,68,0,21,62,5
경기,동두천시,20시-22시,35,0,15,31,4
경기,동두천시,22시-24시,18,0,3,20,3
경기,과천시,00시-02시,11,0,5,14,1
경기,과천시,04시-06시,9,0,2,5,2
경기,과천시,06시-08시,17,0,7,17,1
경기,과천시,08시-10시,38,0,8,45,1
경기,과천시,10시-12시,23,0,6,33,5
경기,과천시,12시-14시,24,0,6,27,6
경기,과천시,14시-16시,30,0,7,30,5
경기,과천시,16시-18시,18,0,6,16,5
경기,과천시,18시-20시,28,0,9,37,9
경기,과천시,20시-22시,24,1,10,29,3
경기,과천시,22시-24시,15,0,7,13,3
경기,군포시,00시-02시,20,1,6,18,6
경기,군포시,02시-04시,11,0,3,14,2
경기,군포시,04시-06시,17,0,8,9,5
경기,군포시,06시-08시,33,0,10,31,3
경기,군포시,08시-10시,66,0,25,80,11
경기,군포시,10시-12시,65,0,26,65,11
경기,군포시,12시-14시,57,0,13,54,14
경기,군포시,14시-16시,78,0,24,91,16
경기,군포시,16시-18시,81,0,20,86,15
경기,군포시,18시-20시,106,1,31,100,17
경기,군포시,20시-22시,74,1,32,74,28
경기,군포시,22시-24시,42,0,16,49,11
경기,남양주시,00시-02시,82,3,30,103,14
경기,남양주시,02시-04시,47,3,16,48,5
경기,남양주시,04시-06시,68,2,26,74,2
경기,남양주시,06시-08시,132,3,36,137,22
경기,남양주시,08시-10시,255,2,79,266,38
경기,남양주시,10시-12시,252,3,76,303,40
경기,남양주시,12시-14시,251,1,62,314,57
경기,남양주시,14시-16시,269,4,72,349,29
경기,남양주시,16시-18시,322,2,102,376,69
경기,남양주시,18시-20시,350,4,100,373,49
경기,남양주시,20시-22시,236,3,70,231,38
경기,남양주시,22시-24시,147,1,55,162,20
경기,오산시,00시-02시,50,1,11,63,8
경기,오산시,02시-04시,32,0,6,35,4
경기,오산시,04시-06시,32,1,10,29,3
경기,오산시,06시-08시,65,1,17,72,1
경기,오산시,08시-10시,137,0,21,159,15
경기,오산시,10시-12시,67,0,25,108,4
경기,오산시,12시-14시,89,2,18,113,21
경기,오산시,14시-16시,108,0,28,124,20
경기,오산시,16시-18시,131,0,29,130,28
경기,오산시,18시-20시,159,1,30,164,17
경기,오산시,20시-22시,113,0,30,117,19
경기,오산시,22시-24시,74,1,19,75,9
경기,의왕시,00시-02시,19,1,11,18,0
경기,의왕시,02시-04시,9,0,5,9,2
경기,의왕시,04시-06시,19,1,11,13,5
경기,의왕시,06시-08시,32,2,6,32,3
경기,의왕시,08시-10시,59,0,19,63,8
경기,의왕시,10시-12시,48,1,10,60,10
경기,의왕시,12시-14시,64,2,23,75,4
경기,의왕시,14시-16시,50,1,22,66,9
경기,의왕시,16시-18시,65,0,21,65,17
경기,의왕시,18시-20시,61,0,17,73,6
경기,의왕시,20시-22시,37,1,12,45,1
경기,의왕시,22시-24시,25,1,8,27,4
경기,하남시,00시-02시,33,1,9,25,11
경기,하남시,02시-04시,24,1,3,24,11
경기,하남시,04시-06시,22,2,16,21,3
경기,하남시,06시-08시,56,1,26,41,12
경기,하남시,08시-10시,120,2,28,150,16
경기,하남시,10시-12시,108,2,37,112,17
경기,하남시,12시-14시,121,1,26,127,24
경기,하남시,14시-16시,132,1,39,128,27
경기,하남시,16시-18시,139,1,26,135,31
경기,하남시,18시-20시,147,2,36,158,24
경기,하남시,20시-22시,105,3,33,94,23
경기,하남시,22시-24시,75,0,24,72,16
강원,춘천시,00시-02시,51,1,15,57,0
강원,춘천시,02시-04시,18,2,5,21,1
강원,춘천시,04시-06시,33,0,7,32,2
강원,춘천시,06시-08시,65,3,22,67,2
강원,춘천시,08시-10시,189,3,29,244,12
강원,춘천시,10시-12시,137,1,37,178,6
강원,춘천시,12시-14시,196,0,56,225,12
강원,춘천시,14시-16시,174,4,45,227,16
강원,춘천시,16시-18시,233,4,66,291,15
강원,춘천시,18시-20시,249,1,53,295,18
강원,춘천시,20시-22시,145,1,33,172,15
강원,춘천시,22시-24시,100,3,21,136,10
강원,원주시,00시-02시,86,2,25,103,2
강원,원주시,02시-04시,40,8,10,48,0
강원,원주시,04시-06시,45,3,14,46,1
강원,원주시,06시-08시,89,2,35,89,3
강원,원주시,08시-10시,228,0,57,241,22
강원,원주시,10시-12시,201,1,56,236,15
강원,원주시,12시-14시,194,1,78,215,19
강원,원주시,14시-16시,262,3,70,327,19
강원,원주시,16시-18시,248,4,49,293,22
강원,원주시,18시-20시,292,5,77,345,16
강원,원주시,20시-22시,177,3,44,211,14
강원,원주시,22시-24시,123,2,35,154,9
강원,동해시,00시-02시,5,0,1,3,1
강원,동해시,02시-04시,4,0,1,4,0
강원,동해시,04시-06시,6,0,4,2,0
강원,동해시,06시-08시,23,3,8,15,0
강원,동해시,08시-10시,40,0,11,43,0
강원,동해시,10시-12시,35,0,12,47,0
강원,동해시,12시-14시,44,1,13,56,0
강원,동해시,14시-16시,47,1,16,54,0
강원,동해시,16시-18시,45,0,8,48,0
강원,동해시,18시-20시,57,1,16,59,0
강원,동해시,20시-22시,37,1,7,42,1
강원,동해시,22시-24시,15,0,5,17,0
강원,강릉시,00시-02시,32,1,6,40,1
강원,강릉시,02시-04시,12,1,5,13,0
강원,강릉시,04시-06시,22,1,12,19,0
강원,강릉시,06시-08시,36,0,13,34,1
강원,강릉시,08시-10시,100,2,23,137,2
강원,강릉시,10시-12시,87,1,30,90,4
강원,강릉시,12시-14시,128,3,43,155,3
강원,강릉시,14시-16시,98,0,23,121,3
강원,강릉시,16시-18시,128,1,51,147,1
강원,강릉시,18시-20시,132,1,46,159,6
강원,강릉시,20시-22시,63,1,21,74,0
강원,강릉시,22시-24시,50,2,12,65,0
강원,속초시,00시-02시,15,1,10,6,1
강원,속초시,02시-04시,6,1,3,6,0
강원,속초시,04시-06시,11,2,6,10,0
강원,속초시,06시-08시,12,0,6,8,0
강원,속초시,08시-10시,39,1,11,50,4
강원,속초시,10시-12시,41,0,16,41,0
강원,속초시,12시-14시,50,0,20,55,4
강원,속초시,14시-16시,50,0,20,65,2
강원,속초시,16시-18시,48,1,17,49,4
강원,속초시,18시-20시,57,1,16,68,6
강원,속초시,20시-22시,36,1,16,37,2
강원,속초시,22시-24시,26,0,8,25,0
강원,태백시,00시-02시,5,0,1,5,0
강원,태백시,02시-04시,2,0,1,1,0
강원,태백시,04시-06시,2,0,1,8,0
강원,태백시,06시-08시,6,0,0,7,1
강원,태백시,08시-10시,25,1,3,28,0
강원,태백시,10시-12시,19,0,4,25,1
강원,태백시,12시-14시,24,0,10,30,1
강원,태백시,14시-16시,25,0,4,31,0
강원,태백시,16시-18시,30,0,11,36,1
강원,태백시,18시-20시,23,1,7,30,0
강원,태백시,20시-22시,10,0,2,12,0
강원,태백시,22시-24시,6,0,3,3,0
강원,삼척시,00시-02시,9,0,4,8,0
강원,삼척시,04시-06시,11,0,7,17,0
강원,삼척시,06시-08시,24,4,16,32,4
강원,삼척시,08시-10시,62,1,17,72,0
강원,삼척시,10시-12시,61,2,19,64,3
강원,삼척시,12시-14시,60,1,25,72,1
강원,삼척시,14시-16시,50,1,8,54,0
강원,삼척시,16시-18시,50,1,17,67,1
강원,삼척시,18시-20시,59,1,32,52,0
강원,삼척시,20시-22시,16,5,13,13,1
강원,삼척시,22시-24시,12,0,0,23,0
강원,홍천군,00시-02시,8,1,1,15,0
강원,홍천군,02시-04시,3,1,0,2,0
강원,홍천군,04시-06시,13,3,4,9,2
강원,홍천군,06시-08시,21,3,8,19,1
강원,홍천군,08시-10시,42,1,14,59,4
강원,홍천군,10시-12시,49,0,16,60,1
강원,홍천군,12시-14시,43,1,10,49,9
강원,홍천군,14시-16시,43,2,9,49,2
강원,홍천군,16시-18시,66,3,21,81,3
강원,홍천군,18시-20시,43,1,11,44,3
강원,홍천군,20시-22시,18,0,10,16,2
강원,홍천군,22시-24시,10,0,6,11,0
강원,횡성군,00시-02시,1,0,2,0,0
강원,횡성군,02시-04시,3,0,1,4,0
강원,횡성군,04시-06시,2,0,0,2,1
강원,횡성군,06시-08시,14,0,8,15,1
강원,횡성군,08시-10시,19,1,17,16,1
강원,횡성군,10시-12시,34,1,21,50,1
강원,횡성군,12시-14시,27,2,13,40,2
강원,횡성군,14시-16시,34,2,17,44,2
강원,횡성군,16시-18시,21,0,11,30,1
강원,횡성군,18시-20시,24,1,16,21,0
강원,횡성군,20시-22시,19,1,9,16,0
강원,횡성군,22시-24시,5,1,3,6,0
강원,영월군,00시-02시,2,0,0,1,1
강원,영월군,04시-06시,7,0,3,1,3
강원,영월군,06시-08시,8,0,4,2,3
강원,영월군,08시-10시,23,0,9,8,15
강원,영월군,10시-12시,33,1,13,24,21
강원,영월군,12시-14시,14,0,5,12,17
강원,영월군,14시-16시,16,0,4,11,10
강원,영월군,16시-18시,23,1,6,9,26
강원,영월군,18시-20시,23,2,7,18,8
강원,영월군,20시-22시,3,0,2,2,2
강원,영월군,22시-24시,4,0,2,2,1
강원,평창군,00시-02시,3,0,3,5,0
강원,평창군,02시-04시,1,1,0,0,0
강원,평창군,06시-08시,11,1,2,13,0
강원,평창군,08시-10시,17,1,12,15,1
강원,평창군,10시-12시,28,1,10,39,2
강원,평창군,12시-14시,33,0,15,65,2
강원,평창군,14시-16시,23,0,20,20,1
강원,평창군,16시-18시,26,0,9,24,1
강원,평창군,18시-20시,18,1,10,29,0
강원,평창군,20시-22시,10,0,15,9,1
강원,평창군,22시-24시,13,0,4,17,0
강원,정선군,00시-02시,1,0,0,1,0
강원,정선군,04시-06시,3,0,3,2,0
강원,정선군,06시-08시,10,0,8,8,0
강원,정선군,08시-10시,8,0,4,6,0
강원,정선군,10시-12시,10,0,1,15,0
강원,정선군,12시-14시,14,2,8,11,1
강원,정선군,14시-16시,14,1,5,19,0
강원,정선군,16시-18시,15,1,10,12,2
강원,정선군,18시-20시,14,1,4,11,3
강원,정선군,20시-22시,13,1,10,16,3
강원,정선군,22시-24시,5,0,3,3,0
강원,철원군,00시-02시,3,3,3,1,0
강원,철원군,04시-06시,1,0,1,0,0
강원,철원군,06시-08시,10,1,6,6,0
강원,철원군,08시-10시,25,2,13,30,0
강원,철원군,10시-12시,18,1,5,24,0
강원,철원군,12시-14시,19,1,4,23,0
강원,철원군,14시-16시,21,3,6,21,0
강원,철원군,16시-18시,20,1,4,27,0
강원,철원군,18시-20시,14,0,7,17,0
강원,철원군,20시-22시,8,0,6,11,0
강원,철원군,22시-24시,5,0,2,1,2
강원,화천군,00시-02시,1,1,0,0,0
강원,화천군,02시-04시,1,1,0,0,0
강원,화천군,04시-06시,1,0,1,0,0
강원,화천군,06시-08시,5,2,2,4,0
강원,화천군,08시-10시,15,0,2,45,0
강원,화천군,10시-12시,11,0,1,12,0
강원,화천군,12시-14시,17,2,8,22,0
강원,화천군,14시-16시,11,0,9,13,0
강원,화천군,16시-18시,15,0,8,18,0
강원,화천군,18시-20시,15,2,8,10,2
강원,화천군,20시-22시,7,1,4,7,0
강원,화천군,22시-24시,2,0,1,1,0
강원,양구군,02시-04시,1,0,1,0,0
강원,양구군,04시-06시,5,0,5,2,0
강원,양구군,06시-08시,5,0,6,7,1
강원,양구군,08시-10시,12,0,6,7,1
강원,양구군,10시-12시,8,0,6,6,0
강원,양구군,12시-14시,9,0,9,9,1
강원,양구군,14시-16시,13,0,8,11,0
강원,양구군,16시-18시,19,1,15,25,1
강원,양구군,18시-20시,10,0,3,11,1
강원,양구군,20시-22시,3,0,2,6,0
강원,양구군,22시-24시,3,1,3,2,1
강원,인제군,02시-04시,1,0,1,0,0
강원,인제군,04시-06시,5,0,6,4,0
강원,인제군,06시-08시,4,1,4,2,0
강원,인제군,08시-10시,13,2,11,7,0
강원,인제군,10시-12시,11,1,14,7,0
강원,인제군,12시-14시,16,1,12,10,3
강원,인제군,14시-16시,17,2,11,17,1
강원,인제군,16시-18시,10,0,6,7,0
강원,인제군,18시-20시,7,0,4,7,0
강원,인제군,20시-22시,5,0,3,4,0
강원,인제군,22시-24시,5,1,1,5,1
강원,고성군,00시-02시,1,0,0,1,0
강원,고성군,02시-04시,1,0,0,1,0
강원,고성군,04시-06시,1,0,0,1,0
강원,고성군,06시-08시,9,0,0,9,1
강원,고성군,08시-10시,23,0,6,25,2
강원,고성군,10시-12시,25,0,16,31,1
강원,고성군,12시-14시,17,0,5,23,0
강원,고성군,14시-16시,9,1,3,14,1
강원,고성군,16시-18시,18,0,8,19,0
강원,고성군,18시-20시,18,0,6,21,2
강원,고성군,20시-22시,8,0,5,9,0
강원,고성군,22시-24시,8,0,2,8,0
강원,양양군,00시-02시,2,0,0,2,0
강원,양양군,02시-04시,2,0,0,5,0
강원,양양군,04시-06시,2,0,0,2,0
강원,양양군,06시-08시,4,0,2,2,0
강원,양양군,08시-10시,19,2,12,16,1
강원,양양군,10시-12시,27,1,9,31,1
강원,양양군,12시-14시,36,2,20,71,6
강원,양양군,14시-16시,25,0,15,42,16
강원,양양군,16시-18시,25,0,11,33,3
강원,양양군,18시-20시,18,2,3,13,0
강원,양양군,20시-22시,11,2,1,12,1
강원,양양군,22시-24시,7,0,1,14,0
충북,청주시,00시-02시,200,4,75,255,10
충북,청주시,02시-04시,115,4,53,128,3
충북,청주시,04시-06시,125,10,57,106,11
충북,청주시,06시-08시,286,3,86,362,17
충북,청주시,08시-10시,532,3,158,632,29
충북,청주시,10시-12시,422,4,120,531,15
충북,청주시,12시-14시,510,1,152,664,35
충북,청주시,14시-16시,567,4,176,733,39
충북,청주시,16시-18시,617,4,198,756,45
충북,청주시,18시-20시,731,8,213,875,34
충북,청주시,20시-22시,492,1,156,609,32
충북,청주시,22시-24시,352,3,107,446,20
충북,충주시,00시-02시,44,1,11,70,6
충북,충주시,02시-04시,23,4,8,22,2
충북,충주시,04시-06시,28,4,10,25,3
충북,충주시,06시-08시,78,1,36,101,5
충북,충주시,08시-10시,135,2,67,199,12
충북,충주시,10시-12시,145,4,58,166,8
충북,충주시,12시-14시,152,2,49,206,12
충북,충주시,14시-16시,166,2,55,229,11
충북,충주시,16시-18시,184,4,77,218,13
충북,충주시,18시-20시,206,5,83,241,16
충북,충주시,20시-22시,130,6,48,157,10
충북,충주시,22시-24시,73,1,21,90,5
충북,제천시,00시-02시,20,1,10,24,1
충북,제천시,02시-04시,9,0,2,7,0
충북,제천시,04시-06시,17,0,4,17,2
충북,제천시,06시-08시,44,0,19,45,5
충북,제천시,08시-10시,113,1,43,150,7
충북,제천시,10시-12시,102,0,42,138,13
충북,제천시,12시-14시,93,2,28,131,9
충북,제천시,14시-16시,101,1,44,113,9
충북,제천시,16시-18시,128,2,44,159,9
충북,제천시,18시-20시,122,5,39,140,11
충북,제천시,20시-22시,78,4,35,79,20
충북,제천시,22시-24시,43,3,18,52,4
충북,보은군,00시-02시,4,0,2,8,0
충북,보은군,02시-04시,2,0,1,0,1
충북,보은군,04시-06시,4,1,3,4,0
충북,보은군,06시-08시,11,0,8,16,0
충북,보은군,08시-10시,15,1,10,8,2
충북,보은군,10시-12시,27,6,16,41,1
충북,보은군,12시-14시,21,1,17,10,1
충북,보은군,14시-16시,27,2,18,35,4
충북,보은군,16시-18시,20,1,12,17,5
충북,보은군,18시-20시,15,1,4,14,1
충북,보은군,20시-22시,16,0,14,13,0
충북,보은군,22시-24시,3,0,7,1,0
충북,옥천군,00시-02시,3,0,0,5,0
충북,옥천군,02시-04시,5,1,1,4,1
충북,옥천군,04시-06시,4,0,2,2,0
충북,옥천군,06시-08시,10,0,4,12,0
충북,옥천군,08시-10시,28,1,11,22,4
충북,옥천군,10시-12시,33,0,30,29,3
충북,옥천군,12시-14시,24,1,14,22,1
충북,옥천군,14시-16시,35,0,15,25,1
충북,옥천군,16시-18시,28,1,13,26,2
충북,옥천군,18시-20시,32,3,18,15,0
충북,옥천군,20시-22시,19,0,15,16,0
충북,옥천군,22시-24시,15,0,8,20,2
충북,영동군,00시-02시,6,1,4,7,1
충북,영동군,02시-04시,1,0,0,1,0
충북,영동군,04시-06시,4,1,4,1,0
충북,영동군,06시-08시,14,2,15,16,1
충북,영동군,08시-10시,29,0,19,21,0
충북,영동군,10시-12시,33,2,21,24,1
충북,영동군,12시-14시,31,2,20,26,1
충북,영동군,14시-16시,16,0,8,15,1
충북,영동군,16시-18시,32,0,16,32,1
충북,영동군,18시-20시,30,0,21,19,1
충북,영동군,20시-22시,16,0,10,16,2
충북,영동군,22시-24시,6,1,6,3,0
충북,진천군,00시-02시,15,0,7,15,1
충북,진천군,02시-04시,6,3,1,4,0
충북,진천군,04시-06시,9,0,3,10,0
충북,진천군,06시-08시,39,1,12,53,4
충북,진천군,08시-10시,60,1,17,72,11
충북,진천군,10시-12시,53,1,24,61,1
충북,진천군,12시-14시,68,0,25,95,6
충북,진천군,14시-16시,56,1,23,64,1
충북,진천군,16시-18시,64,2,17,86,3
충북,진천군,18시-20시,81,0,33,83,5
충북,진천군,20시-22시,42,1,11,50,4
충북,진천군,22시-24시,23,1,4,30,4
충북,괴산군,00시-02시,3,0,2,2,0
충북,괴산군,02시-04시,3,0,0,2,1
충북,괴산군,04시-06시,2,0,1,3,0
충북,괴산군,06시-08시,12,1,8,12,0
충북,괴산군,08시-10시,20,0,12,15,1
충북,괴산군,10시-12시,16,1,15,13,1
충북,괴산군,12시-14시,34,3,23,28,2
충북,괴산군,14시-16시,26,2,12,22,1
충북,괴산군,16시-18시,39,3,19,32,4
충북,괴산군,18시-20시,21,0,10,16,3
충북,괴산군,20시-22시,10,0,7,17,3
충북,괴산군,22시-24시,4,0,6,4,0
충북,음성군,00시-02시,20,0,8,22,2
충북,음성군,02시-04시,13,0,8,11,0
충북,음성군,04시-06시,12,1,8,5,0
충북,음성군,06시-08시,52,5,35,54,2
충북,음성군,08시-10시,62,0,34,66,2
충북,음성군,10시-12시,59,2,28,73,2
충북,음성군,12시-14시,98,2,42,119,3
충북,음성군,14시-16시,80,4,32,89,6
충북,음성군,16시-18시,84,0,46,94,6
충북,음성군,18시-20시,99,3,36,121,4
충북,음성군,20시-22시,54,0,30,59,1
충북,음성군,22시-24시,30,1,13,32,1
충북,단양군,00시-02시,5,1,1,3,3
충북,단양군,06시-08시,7,1,3,5,1
충북,단양군,08시-10시,15,0,7,7,2
충북,단양군,10시-12시,17,0,9,24,0
충북,단양군,12시-14시,28,2,19,34,4
충북,단양군,14시-16시,28,2,15,30,2
충북,단양군,16시-18시,20,3,12,13,7
충북,단양군,18시-20시,18,0,10,21,12
충북,단양군,20시-22시,10,1,6,15,0
충북,단양군,22시-24시,9,0,7,7,0
충북,증평군,02시-04시,6,0,2,5,1
충북,증평군,04시-06시,7,0,3,9,0
충북,증평군,06시-08시,15,0,10,13,0
충북,증평군,08시-10시,20,0,4,19,1
충북,증평군,10시-12시,23,1,11,22,1
충북,증평군,12시-14시,15,1,7,9,4
충북,증평군,14시-16시,21,1,3,19,3
충북,증평군,16시-18시,33,0,13,34,2
충북,증평군,18시-20시,26,1,10,24,1
충북,증평군,20시-22시,28,2,11,23,2
충북,증평군,22시-24시,16,0,6,24,1
충남,천안시,00시-02시,144,2,28,160,9
충남,천안시,02시-04시,91,5,22,102,10
충남,천안시,04시-06시,84,3,22,103,5
충남,천안시,06시-08시,189,5,59,205,8
충남,천안시,08시-10시,298,2,83,365,24
충남,천안시,10시-12시,276,4,86,320,21
충남,천안시,12시-14시,337,2,80,382,27
충남,천안시,14시-16시,333,0,63,414,23
충남,천안시,16시-18시,352,3,103,397,25
충남,천안시,18시-20시,474,4,104,539,31
충남,천안시,20시-22시,304,6,86,355,20
충남,천안시,22시-24시,255,6,57,298,17
충남,아산시,00시-02시,51,2,28,73,3
충남,아산시,02시-04시,21,0,17,15,1
충남,아산시,04시-06시,24,4,12,11,1
충남,아산시,06시-08시,75,3,32,73,2
충남,아산시,08시-10시,122,4,36,104,8
충남,아산시,10시-12시,77,3,32,77,13
충남,아산시,12시-14시,93,3,48,75,2
충남,아산시,14시-16시,119,1,42,140,10
충남,아산시,16시-18시,139,4,40,129,5
충남,아산시,18시-20시,156,4,55,144,7
충남,아산시,20시-22시,115,5,30,130,5
충남,아산시,22시-24시,91,3,29,88,4
충남,보령시,00시-02시,17,1,7,24,0
충남,보령시,02시-04시,11,0,4,7,1
충남,보령시,04시-06시,10,1,6,11,2
충남,보령시,06시-08시,24,0,23,9,1
충남,보령시,08시-10시,52,4,31,43,0
충남,보령시,10시-12시,59,2,42,37,1
충남,보령시,12시-14시,59,0,39,68,2
충남,보령시,14시-16시,50,3,30,40,1
충남,보령시,16시-18시,57,2,36,50,0
충남,보령시,18시-20시,70,2,35,53,2
충남,보령시,20시-22시,41,1,22,31,3
충남,보령시,22시-24시,29,0,15,28,0
충남,공주시,00시-02시,15,2,1,19,1
충남,공주시,02시-04시,15,1,6,13,0
충남,공주시,04시-06시,16,0,7,17,1
충남,공주시,06시-08시,39,7,18,37,1
충남,공주시,08시-10시,64,1,31,90,4
충남,공주시,10시-12시,69,0,26,97,7
충남,공주시,12시-14시,64,2,33,81,4
충남,공주시,14시-16시,83,1,39,101,5
충남,공주시,16시-18시,80,0,34,94,8
충남,공주시,18시-20시,81,4,20,96,9
충남,공주시,20시-22시,51,3,24,45,6
충남,공주시,22시-24시,31,1,8,50,1
충남,서산시,00시-02시,40,2,24,34,4
충남,서산시,02시-04시,29,3,27,21,3
충남,서산시,04시-06시,24,1,10,18,0
충남,서산시,06시-08시,62,5,41,61,3
충남,서산시,08시-10시,76,2,52,63,7
충남,서산시,10시-12시,82,3,45,78,5
충남,서산시,12시-14시,78,2,57,59,14
충남,서산시,14시-16시,81,0,56,51,3
충남,서산시,16시-18시,113,1,64,92,16
충남,서산시,18시-20시,113,4,57,83,12
충남,서산시,20시-22시,75,2,34,58,10
충남,서산시,22시-24시,66,1,32,69,5
충남,금산군,00시-02시,1,0,1,1,0
충남,금산군,04시-06시,4,0,1,8,1
충남,금산군,06시-08시,12,2,3,10,0
충남,금산군,08시-10시,15,0,7,14,0
충남,금산군,10시-12시,15,1,6,13,0
충남,금산군,12시-14시,24,0,7,29,0
충남,금산군,14시-16시,20,0,10,15,0
충남,금산군,16시-18시,22,0,12,25,0
충남,금산군,18시-20시,17,2,8,13,0
충남,금산군,20시-22시,13,2,2,13,0
충남,금산군,22시-24시,7,0,4,6,0
충남,태안군,00시-02시,4,0,3,2,0
충남,태안군,02시-04시,3,0,4,1,0
충남,태안군,04시-06시,8,0,3,7,0
충남,태안군,06시-08시,17,1,15,12,2
충남,태안군,08시-10시,34,1,21,35,4
충남,태안군,10시-12시,42,2,33,32,7
충남,태안군,12시-14시,45,1,33,62,10
충남,태안군,14시-16시,45,0,21,61,13
충남,태안군,16시-18시,46,3,39,38,4
충남,태안군,18시-20시,38,7,24,20,6
충남,태안군,20시-22시,24,0,17,27,4
충남,태안군,22시-24시,14,2,11,12,1
충남,논산시,00시-02시,20,0,18,7,6
충남,논산시,02시-04시,10,0,9,7,0
충남,논산시,04시-06시,6,1,3,4,0
충남,논산시,06시-08시,19,1,8,22,3
충남,논산시,08시-10시,50,3,33,57,4
충남,논산시,10시-12시,71,4,37,48,4
충남,논산시,12시-14시,50,3,35,38,6
충남,논산시,14시-16시,46,5,21,71,2
충남,논산시,16시-18시,55,2,36,53,5
충남,논산시,18시-20시,76,4,39,57,4
충남,논산시,20시-22시,42,2,29,28,5
충남,논산시,22시-24시,31,1,16,26,3
충남,부여군,02시-04시,2,0,2,1,0
충남,부여군,04시-06시,3,1,3,1,0
충남,부여군,06시-08시,16,2,10,9,0
충남,부여군,08시-10시,33,2,24,14,1
충남,부여군,10시-12시,30,4,20,19,1
충남,부여군,12시-14시,29,0,20,16,1
충남,부여군,14시-16시,28,0,28,9,0
충남,부여군,16시-18시,32,4,27,16,0
충남,부여군,18시-20시,36,1,23,15,3
충남,부여군,20시-22시,8,0,1,10,0
충남,부여군,22시-24시,5,2,1,3,0
충남,서천군,00시-02시,3,0,2,1,0
충남,서천군,02시-04시,1,0,0,1,0
충남,서천군,04시-06시,11,0,9,10,0
충남,서천군,06시-08시,19,2,8,16,2
충남,서천군,08시-10시,49,2,20,40,3
충남,서천군,10시-12시,50,2,22,41,2
충남,서천군,12시-14시,51,0,31,41,5
충남,서천군,14시-16시,45,2,19,55,5
충남,서천군,16시-18시,24,3,10,19,1
충남,서천군,18시-20시,46,5,11,44,6
충남,서천군,20시-22시,14,1,8,14,0
충남,서천군,22시-24시,10,1,5,10,1
충남,청양군,00시-02시,2,0,2,1,0
충남,청양군,02시-04시,2,0,1,1,0
충남,청양군,04시-06시,7,0,3,6,0
충남,청양군,06시-08시,15,3,7,8,0
충남,청양군,08시-10시,19,0,11,13,0
충남,청양군,10시-12시,25,1,13,16,0
충남,청양군,12시-14시,25,1,10,30,0
충남,청양군,14시-16시,30,1,16,22,1
충남,청양군,16시-18시,17,1,10,13,0
충남,청양군,18시-20시,25,1,12,37,0
충남,청양군,20시-22시,14,2,11,9,0
충남,청양군,22시-24시,10,0,2,15,1
충남,홍성군,00시-02시,12,2,1,16,1
충남,홍성군,02시-04시,5,0,0,7,0
충남,홍성군,04시-06시,7,3,2,3,0
충남,홍성군,06시-08시,22,1,11,16,0
충남,홍성군,08시-10시,40,3,20,23,1
충남,홍성군,10시-12시,39,2,21,35,0
충남,홍성군,12시-14시,26,1,13,29,1
충남,홍성군,14시-16시,37,1,16,38,0
충남,홍성군,16시-18시,34,1,13,36,0
충남,홍성군,18시-20시,63,4,29,51,2
충남,홍성군,20시-22시,40,1,11,51,3
충남,홍성군,22시-24시,16,2,8,16,0
충남,예산군,00시-02시,13,0,9,7,0
충남,예산군,02시-04시,2,0,0,2,0
충남,예산군,04시-06시,3,2,0,1,0
충남,예산군,06시-08시,22,0,7,30,0
충남,예산군,08시-10시,50,2,22,48,1
충남,예산군,10시-12시,48,3,24,54,2
충남,예산군,12시-14시,54,2,19,58,2
충남,예산군,14시-16시,48,2,19,58,1
충남,예산군,16시-18시,63,3,18,60,0
충남,예산군,18시-20시,44,1,26,44,2
충남,예산군,20시-22시,32,0,12,25,1
충남,예산군,22시-24시,18,2,2,26,0
충남,당진시,00시-02시,18,0,10,18,1
충남,당진시,02시-04시,9,1,4,8,0
충남,당진시,04시-06시,20,0,13,12,1
충남,당진시,06시-08시,43,1,28,38,0
